,party,sentence,sentence_coal,score
5960,spd,den fortschritt beim ausbau der ladesäulen für elektroautos wollen wir vierteljährlich evaluieren und wo nötig mit versorgungsauflagen und staatlichem ausbau die notwendige verlässliche erreichbarkeit von ladepunkten herstellen.,insbesondere aufgrund bestehender auslieferungsschwierigkeiten der hersteller bei bereits bestellten plug-in-hybrid-fahrzeugen werden wir die innovationsprämie zur unterstützung der anschaffung elektrischer pkw unverändert nach der bisherigen regelung bis zum 31.,0.64148295
5961,spd,"wir werden daher die verpflichtung von bund, ländern und kommunen zur bereitstellung digitaler verwaltungsdienstleistungen ausbauen, damit alle verwaltungsleistungen möglichst schnell auch digital verfügbar sind.",aufenthalts- und bleiberecht wir wollen die visavergabe beschleunigen und verstärkt digitalisieren.,0.641371
5962,spd,wir wollen rasch einen deutschlandtakt umsetzen und einen europatakt aufbauen.,wir werden planungs- und genehmigungsverfahren erheblich beschleunigen.,0.6413181
5963,spd,die grundsicherung werden wir grundlegend überarbeiten und zu einem bürgergeld entwickeln.,die konzeption „zivile verteidigung“ richten wir strategisch neu aus.,0.64114475
5964,spd,grundlegend dafür ist die einführung von mehrheitsentscheiden in der außenpolitik – statt des jetzigen einstimmigkeitsprinzips.,in den vergangenen jahren haben wir in vielen ländern eine abkehr vom multilateralismus erlebt.,0.64079565
5965,spd,bestehende moore müssen geschützt und trockengelegte moore müssen im großen stil wieder vernässt werden.,mit entsiegelungsprojekten stärken wir die versickerung von regenwasser und reduzieren die risiken von überschwemmungen.,0.64073414
5966,spd,wir verbessern die strukturen der sicherheitsbehörden und sorgen für eine reibungslosere verzahnung mit der justiz.,"wir machen strafprozesse noch effektiver, schneller, moderner und praxistauglicher, ohne die rechte der beschuldigten und deren verteidigung zu beschneiden.",0.6406314
5967,spd,dabei entsteht viel rechtsunsicherheit zu den wechselseitigen pflichten und rechten.,den mutterschutz und die freistellung für den partner bzw. die partnerin soll es bei fehlbzw.,0.64056766
5968,spd,wir unterstützen das zukunftszentrum für europäische transformation und deutsche einheit.,wir werden das deutsche evaluierungsinstitut der entwicklungszusammenarbeit (deval) und das deutsche institut 153 für entwicklungspolitik (die) als unabhängige instanzen stärken.,0.64054084
5969,spd,dazu werden wir die gleichstellungsstrategie der bundesregierung zu einem verbindlichen fahrplan mit konkreten und wirksamen maßnahmen für alle politikbereiche weiterentwickeln.,alle ressorts werden die regionale verteilung ihrer förderprogramme offenlegen und dazu einheitliche datenstandards etablieren.,0.64043576
5970,spd,"wir werden daher die verpflichtung von bund, ländern und kommunen zur bereitstellung digitaler verwaltungsdienstleistungen ausbauen, damit alle verwaltungsleistungen möglichst schnell auch digital verfügbar sind.",staatliche daten aller verwaltungsebenen sollen künftig in einheitlichen formaten zur verfügung gestellt werden.,0.64017487
5971,spd,die grundkosten der krankenhäuser und der integrierten medizinischen versorgungszentren werden wir angemessen finanzieren.,die kosten der präimplantationsdiagnostik werden übernommen.,0.64007753
5972,spd,"und wir brauchen ein neustart-bafög, das auch im erwachsenenalter neue berufliche wege öffnen und angemessen den lebensunterhalt sichert.",b. das nachholen eines berufsabschlusses oder eine berufliche neuorientierung.,0.6399373
5973,spd,wir werden bezahlbaren wohnraum erhalten und neuen schaffen.,"89 wir werden einen bau-, wohnkosten und klimacheck einführen.",0.6398735
5974,spd,"mit der verpflichtung zur tariftreue, zum personalübergang für alle beschäftigten bei betreiberwechsel und der gewährleistung guter arbeitsbedingungen im vergaberecht sorgen wir für fairness auf dem markt für mobilitätsdienstleistungen.",entschädigungs- oder ausgleichszahlungen sollen bei allen verkehrsträgern automatisiert werden.,0.63979775
5975,spd,"mit der neuen us-administration gilt es, die gespräche wiederaufzunehmen, wie eine vollständige umsetzung des internationalen atomabkommens (jcpoa) mit dem iran erfolgen kann.",iran muss zur vollständigen und dauerhaften einhaltung seiner verpflichtungen gegenüber der internationalen atomenergie- organisation (iaeo) zurückkehren.,0.63971037
5976,spd,zugleich werden wir investitionen in wärmenetze und quartierskonzepte staatlich fördern.,"wir wollen das potenzial der geothermie für die energieversorgung, u. a. durch verbesserung der datenlagen und prüfung einer fündigkeitsrisikoversicherung, stärker nutzen.",0.63952
5977,spd,wir stärken die kommunen bei der einrichtung und beim betreiben der integrierten medizinischen versorgungszentren.,"wir wollen die vorhandenen kompetenzen und entwicklungspotenziale weiter stärken, indem wir mit zusätzlichen mitteln ein neues forschungszentrum der helmholtz-gemeinschaft für alternsforschung errichten.",0.6393838
5978,spd,sie zu schützen ist erforderlich.,es gilt ein bestandschutz für laufende riester-verträge.,0.6390639
5979,spd,"der staat muss deshalb sicherstellen, dass die leistungen der gesundheitsversorgung den bedürfnissen derer entsprechen, die sie benötigen.","die meldepflichten von menschen ohne papiere wollen wir überarbeiten, damit kranke nicht davon abgehalten werden, sich behandeln zu lassen.",0.63890064
5980,spd,in das kartellrecht werden wir verstärkt vorbeugende kontrollen integrieren.,"wir verschärfen die regelungen für marketing und sponsoring bei alkohol, nikotin und cannabis.",0.6387693
5981,spd,zukunft.,schwangerschaftswoche geben.,0.6385879
5982,spd,wir wollen frieden sichern.,wir wollen unseren beitrag leisten zur stabilisierung des iraks.,0.6384699
5983,spd,wir werden den gesetzlichen mindestlohn zunächst auf mindestens zwölf euro erhöhen und die spielräume der mindestlohnkommission für künftige erhöhungen ausweiten.,wir werden den ausbildungsfreibetrag erstmals nach 2001 von 924 auf 1.200 euro erhöhen.,0.63845634
5984,spd,"seenotrettung ist eine verpflichtung aus dem internationalen seerecht und darf nicht kriminalisiert werden, sondern sollte auch staatlich durch die eu gewährleistet werden.",moorschutz liegt im öffentlichen interesse.,0.6384141
5985,spd,zur sicherung des friedens- und der verteidigung leistet die bundeswehr einen verantwortungsvollen beitrag.,150 alle angehörigen der bundeswehr müssen unzweifelhaft auf dem boden der freiheitlich demokratischen grundordnung stehen.,0.6383774
5986,spd,wir meinen es ernst mit der europäischen solidarität.,wir unterstützen die ausweisung des europäischen grünen bandes und berücksichtigen dabei auch die erinnerungskultur und begangenes sed-unrecht.,0.6383705
5987,spd,dazu werden wir die gleichstellungsstrategie der bundesregierung zu einem verbindlichen fahrplan mit konkreten und wirksamen maßnahmen für alle politikbereiche weiterentwickeln.,die spd stellt die leitung folgender ministerien:  innen und heimat  arbeit und soziales  verteidigung  gesundheit  bauen  wirtschaftliche zusammenarbeit und entwicklung der chef des bundeskanzleramtes im range eines bundesministers wird von der spd gestellt.,0.638078
5988,spd,"wir werden sicherstellen, dass den verbraucher*innen die finanzierungsdienstleistungen kostengünstig angeboten werden und investitionen in nachhaltige, klimafreundliche produkte und produktionsverfahren fördern.",mit einem gesetzlich verankerten 43 fondsmodell belohnen wir ressourcenschonendes und recyclingfreundliches verpackungsdesign sowie den rezyklateinsatz.,0.63802564
5989,spd,wir werden dieses unverzichtbare engagement weiter unterstützen.,das erfolgreiche patenschaftsprogramm „menschen stärken menschen“ wird fortgeführt.,0.6379999
5990,spd,mietwucher werden wir wirksam unterbinden.,wir setzen uns für ein eu-weites verbot der haltung und zucht von pelztieren ein.,0.63788444
5991,spd,die weitere forschung hierzu werden wir unterstützen.,wir werden ein eu-weites nutriscore wissenschaftlich und allgemeinverständlich weiterentwickeln.,0.63787043
5992,spd,sie steht aber auch für pflichten.,im grundbuch wird eine ladungsfähige anschrift bei änderungen verpflichtend.,0.6376026
5993,spd,unsere planungen für den aufbau einer nachhaltigen infrastruktur müssen über das jahr 2025 hinausreichen.,die wasserstoffstrategie wird 2022 fortgeschrieben.,0.6374684
5994,spd,"deutschland muss wieder seine innovationskraft einsetzen, um neue therapieoptionen zu finden.",wir setzen uns für high-medizintechnik „made in germany“ ein.,0.6373854
5995,spd,die datenschutzgrundverordnung ist ein wichtiger meilenstein und muss in ihrer durchsetzung praxisnah verbessert werden.,"ein vertrauenswürdiges, allgemein anwendbares identitätsmanagement sowie die verfassungsfeste registermodernisierung haben priorität.",0.63734967
5996,spd,dabei werden wir auch regelungen für den geschwisternachzug zu unbegleiteten minderjährigen flüchtlingen schaffen.,auch opfer von menschenhandel sollen ein aufenthaltsrecht unabhängig von ihrer aussagebereitschaft erhalten.,0.6373075
5997,spd,"dafür werden wir auf parlamentarischer ebene einen mechanismus einrichten, durch den neue programme, gesetze, vorhaben daraufhin überprüft werden, ob sie friedenspolitischen zielen widersprechen.","ausschussdrucksachen und protokolle, die nicht als verschlusssache mit geheimhaltungsgrad eingestuft sind, sollen veröffentlicht und die rechte der parlamentarischen untersuchungsausschüsse vor allem mit blick auf die rechtsbehelfe des parlaments überprüft werden.",0.6371991
5998,spd,die kriterien zur regelsatzermittlung werden wir weiterentwickeln und betroffene und sozialverbände mit einbeziehen.,"darüber hinaus treffen sie sich zu allen angelegenheiten von grundsätzlicher bedeutung, die zwischen den koalitionspartnern abgestimmt werden sowie zu angelegenheiten, deren beratung einer der koalitionspartner wünscht.",0.63714707
5999,spd,zusammenhalt wählen wir haben vieles erreicht in der regierungskoalition.,kooperation der koalitionspartner diese koalitionsvereinbarung gilt für die dauer der 20.,0.636918
6000,spd,"zu einer abrüstungspolitischen offensive gehört, dass bestehende vereinbarungen über rüstungskontrolle und abrüstung unbedingt gerettet sowie die verpflichtungen aus dem nuklearen nichtverbreitungsvertrag (nvv) umgesetzt werden.",wir wollen unser engagement für biologische und chemische sicherheit im rahmen der übereinkommen über das verbot biologischer bzw. chemischer waffen (bwü und cwü) stärken.,0.6368651
6001,spd,die kriterien zur regelsatzermittlung werden wir weiterentwickeln und betroffene und sozialverbände mit einbeziehen.,eine änderung des fluglärmschutzgesetzes werden wir auf basis des evaluierungsberichts der bundesregierung betrachten.,0.63671845
6002,spd,auch aufgrund dieser besonderen verantwortung werden wir zusammen mit unseren europäischen partnern und den usa neue initiativen zur wiederbelebung des nahost-friedensprozesses unterstützen.,gemeinsam mit unseren partnern in der golfregion wollen wir vertrauensbildende maßnahmen fördern und die begonnenen annäherungsprozesse unterstützen.,0.6367157
6003,spd,ein zentraler akteur beim investitionsgeschehen sind die kommunen – ihre investitionskraft müssen wir erhalten und stärken.,165 eine gute eigenkapitalausstattung der unternehmen ist elementar für den erfolg der deutschen wirtschaft und stärkt die krisenfestigkeit.,0.63669425
6004,spd,zukünftige kostensteigerungen werden solidarisch über einen mix aus moderat steigenden pflegeversicherungsbeiträgen und einem dynamischen bundeszuschuss finanziert.,wir dynamisieren das pflegegeld ab 2022 regelhaft.,0.63652146
6005,spd,wir werden den kündigungsschutz für betriebsrät*innen ausweiten und eine behinderung von betriebsratsarbeit stärker verfolgen.,wir werden die steuerliche regelung des homeoffice für arbeitnehmer bis zum 31.12.2022 verlängern und evaluieren.,0.6364847
6006,spd,zur sicherung des friedens- und der verteidigung leistet die bundeswehr einen verantwortungsvollen beitrag.,"die bundeswehr muss zudem in die lage versetzt werden, im verbund mit anderen bundesbehörden im cyber- und informationsraum als akteur erfolgreich zu bestehen.",0.63644433
6007,spd,"dort, wo eine direkte elektrifizierung nicht sinnvoll ist, werden wir große mengen wasserstoff aus erneuerbaren energien benötigen.",wir wollen den einsatz von wasserstoff nicht auf bestimmte anwendungsfelder begrenzen.,0.63633156
6008,spd,"jugendverbände und bestehende beteiligungsstrukturen wie jugendringe, kinder- und jugendparlamente wollen wir dauerhaft und nachhaltig finanzieren und jedes neue gesetz einem jugend-check unterziehen.",95 frühkindliche bildung wir werden das gute-kita-gesetz auf der grundlage der ergebnisse des monitorings und der evaluation fortsetzen und bis ende der legislaturperiode gemeinsam mit den ländern in ein qualitätsentwicklungsgesetz mit bundesweiten standards überführen.,0.63632387
